,Date,Precipitation,Precipitation_(-1d),Precipitation_(-7d),Volumetric Soil moisture,2m_Temp,surface_runoff,snowmelt,snow_albedo,snow_depth,P_evaporation,2m_temperature,lai_hv,lai_lv,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,Discharge,Evaporation,Sat_Area,Real time storage
397,2/4/2015,0,0,0,0.20157132,9.335051432,8.32E-07,2.24E-05,0.791872173,0.001371202,0.00E+00,290.0799746,2.342444748,0.523375212,0.215999747,0.123822025,539,96.1895842,38.71684235,296358
398,3/15/2015,0,0,0,0.006982684,12.46774216,0,0.00E+00,0.879998797,0,0,289.8609243,2.343149348,0.52817866,0.021128142,0.093014284,230,182.768775,42.25991647,343797
399,4/16/2015,0,0,0,0.028550133,15.94811213,0,0,0.88000387,2.78E-17,0,295.6357632,2.345376579,0.534954841,0.035886098,0.095858685,158,234.83649,44.64604235,388562
400,4/25/2015,0,0,0,0.016335309,15.68679038,5.15E-07,0,0.88000387,2.78E-17,0,290.5188338,2.345376579,0.53578015,0.030690968,0.090360899,75.9,222.890372,44.65864235,391476
401,6/12/2015,0,0,3.627,0.031439856,25.93747739,0,0,0.880000122,0.00E+00,0,305.3628262,2.34531102,0.537413089,0.041446177,0.098964094,394,349.809075,44.33351647,374095
402,6/28/2015,0,9.058,0,0.035421252,28.28221434,0,0,0.880000122,0.00E+00,0,302.3740603,2.34592026,0.539905198,0.045365943,0.097576321,340,300.50916,42.68134235,348407
403,8/15/2015,0,0,0,0.030306898,31.89383098,0,0,0.880000835,1.08E-19,0,308.5469696,2.349394328,0.556616912,0.043638982,0.107446196,78.4,255.555178,34.54424824,242973
404,8/22/2015,9.842,0,0,0.030517898,28.9266114,2.41E-07,0,0.880002352,1.08E-19,0,304.5186666,2.349394328,0.556616912,0.042490088,0.105721094,36.5,211.446398,32.74064824,216209
405,8/31/2015,0,0,0,0.033751637,27.1385044,2.41E-07,0,0.880002352,1.08E-19,0,303.9256714,2.349394328,0.556616912,0.044867502,0.104027549,50.7,229.462427,29.58161647,185445
406,9/23/2015,0,15.511,0,0.11178799,20.92689321,1.08E-05,0,0.879996838,4.34E-19,0,294.5194353,2.348400333,0.551597579,0.16413276,0.105556996,14.8,105.284183,27.80234824,167691
407,10/25/2015,0,0,0,0.18274683,14.18976743,0,0,0.879996379,0,0.00E+00,291.5443552,2.344564462,0.534486095,0.195640857,0.143522727,579,75.2516217,30.01451647,173081
408,11/3/2015,0,0,0,0.05507139,14.5307374,8.67E-19,0,0.880003572,0,0,293.4225613,2.344011857,0.531796728,0.11718022,0.140804639,292,131.14584,29.68534235,185515
409,11/19/2015,0,0,0,0.011326447,8.967169452,8.67E-19,1.03E-06,0.866749486,0.000117754,0,288.8464238,2.343161541,0.527641293,0.035935695,0.135105439,1160,79.3905,32.58356824,204937
410,12/21/2015,0,2.283,0,0.019257143,5.93808738,0.00E+00,3.28E-07,0.794843228,0.000266802,0.00E+00,284.1417891,2.34274971,0.522293646,0.027637332,0.126861218,1830,79.4343083,39.03724235,298009
411,1/13/2016,0,0,0,0.07056616,1.61190703,4.34E-19,0,0.763211895,0.00295234,0.00E+00,281.4145505,2.34118502,0.515274039,0.12630235,0.130187764,570,12.1219117,42.12446824,340255
412,1/22/2016,0,0,0,0.014758647,4.285699771,4.34E-19,0,0.853459188,0.000653229,0,283.8302714,2.341566694,0.517628232,0.03965874,0.123596901,433,104.602983,42.48626824,350724
413,1/29/2016,0,0,0,0.003062189,8.755149816,4.34E-19,9.61E-07,0.848165908,5.76E-05,0,288.0374572,2.342024702,0.520767157,0.026286936,0.11824704,442,155.694146,42.91376824,359320
414,2/14/2016,0,0,0,0.029714346,11.73956182,0,0,0.880004108,0,0,294.4881463,2.343153634,0.52774803,0.038498202,0.103258528,664,147.085441,43.70194235,377157
415,3/10/2016,0,0,0,0.035140082,12.4108988,0.00E+00,0,0.879998495,2.78E-17,0,290.467337,2.343149348,0.52817866,0.040691274,0.10273777,603,163.99642,45.49564235,417068
416,3/17/2016,0,0,0,0.021976009,15.46993237,0.00E+00,0,0.879998495,2.78E-17,0,295.604271,2.343381297,0.528588379,0.031223497,0.102557561,599,229.109843,46.35154235,427459
417,3/26/2016,0,0,0,0.02054651,14.90403231,0.00E+00,0,0.879998495,2.78E-17,0,294.1240737,2.343999828,0.530636973,0.025440225,0.100507694,517,309.621638,46.2519,421535
418,4/2/2016,0,0,0,0.04103595,9.244888175,8.67E-19,0,0.880004287,0,0,284.3687527,2.344383021,0.532169424,0.046447499,0.100106089,320,206.734996,46.12837412,401792
419,4/18/2016,0,0,0,0.042370155,13.80233674,8.67E-19,0,0.879998793,0,0,289.0346689,2.345376579,0.53521275,0.060918384,0.095698872,188,253.600375,43.48214824,354426
420,6/14/2016,0,0,3.185,0.029949427,26.48034308,0,0.00E+00,0.88000381,0,0,304.6878169,2.34531102,0.537413089,0.041371148,0.109121383,2570,441.349813,41.21501647,329432
421,7/16/2016,0,0,0,0.0294348,31.23432886,0,0,0.879999386,0,0,308.1745583,2.346909131,0.543561575,0.039898675,0.107636805,18.5,292.784648,34.62364235,239724
422,7/23/2016,0,2.13,0,0.029599994,32.23365212,3.22E-07,0,0.879999386,0,0,309.1843069,2.347540433,0.546678892,0.03941093,0.108843604,18.2,293.45232,32.40761647,215501
423,8/1/2016,0,0,0,0.03101042,29.66095881,0,0,0.880001696,4.34E-19,0,305.7916732,2.348240533,0.550559546,0.041178912,0.110999383,17.2,193.051991,30.28297412,186359
424,8/17/2016,0,4.789,0,0.03004472,26.91656515,0,0,0.880001696,4.34E-19,0,302.1068454,2.349394328,0.556616912,0.04862837,0.114465218,212,161.880437,27.29021647,148983
425,8/24/2016,0,0,0,0.12784766,21.71892145,0,0,0.879996277,4.34E-19,0,300.6295479,2.349394328,0.556616912,0.139611955,0.124201062,106,94.0454667,26.65121647,143918
426,9/9/2016,0,0,0,0.11847652,22.66278018,8.67E-19,0,0.879999688,0,0,299.1501459,2.349404709,0.556630862,0.15125652,0.130099772,23.8,135.842233,25.15364824,126545
427,9/18/2016,0,0,0,0.031556815,24.34701823,8.67E-19,0,0.879999688,0,0,302.6621366,2.348986219,0.55481888,0.049424869,0.125641641,21.7,164.773,24.46061647,129354
428,10/4/2016,0,0,0,0.014447331,19.24261544,0,0,0.880001158,0,0,297.6281552,2.346834363,0.544439005,0.032572443,0.120012826,21.3,118.092823,24.70564235,132492
429,10/11/2016,0,0,0,0.091926016,20.17093295,0,0,0.880001158,0,0,296.6665826,2.345942616,0.540081512,0.106329487,0.119681221,68.5,153.835733,24.90004235,134284
430,10/20/2016,0,0,0,0.03166482,17.61513906,0,0,0.880001158,0,0,298.8676522,2.344969802,0.535971604,0.043391728,0.115391762,22.4,88.4764183,24.47164235,127069
431,10/27/2016,0,0,0,0.032859236,19.97989754,0,0,0.880006135,0,0,297.5319209,2.344483394,0.533891892,0.042786453,0.114033255,20.6,105.870502,23.86594235,128004
432,12/23/2016,0,20.481,8.241,0.32180166,8.064071431,2.64E-06,1.55E-06,0.86407504,3.46E-05,0.00E+00,279.5235558,2.342673372,0.521652492,0.328202651,0.181616975,505,183.57878,30.78424235,191180
433,1/8/2017,0,0,4.64,0.06453444,5.188846868,0,3.21E-07,0.859896565,0.000338137,0.00E+00,279.1885613,2.341566694,0.516794456,0.084039243,0.192214605,479,90.9391,31.9995,213152
434,1/31/2017,0,0,0,0.056363285,6.791063963,1.94E-07,1.50E-06,0.854726188,0.000110769,0,288.7934918,2.342177371,0.521600933,0.08040066,0.222983348,523,82.0502667,35.67034235,250968
435,2/16/2017,0,0,0,0.22411004,3.987147748,2.89E-07,1.59E-05,0.815305939,0.003581643,0,282.7316449,2.34313746,0.528184633,0.227159544,0.186186566,808,92.16312,37.06534235,271951
436,3/4/2017,2.226,2.226,0,0.029480323,12.6103829,0,0,0.879998853,0,0,286.8385437,2.343149348,0.52817866,0.042691015,0.173065869,426,171.101175,38.53864235,301130
437,3/13/2017,0,0,0,0.022805393,15.63448788,0,0,0.880004346,0,0,297.2918576,2.343149348,0.52817866,0.022344092,0.160681476,466,203.69559,38.21936824,296358
438,4/5/2017,0,0,1.761,0.028118461,11.44505407,0,2.06E-07,0.86340825,0,0,289.8612072,2.344631411,0.532788406,0.048713382,0.147276613,2630,166.687547,41.68864235,328206
439,4/21/2017,0,0,0.756,0.028814659,20.93181643,0,4.34E-19,0.880004048,0,0,301.2548615,2.345376579,0.535419078,0.041497297,0.141429895,2450,377.7578,43.48031647,367263
440,4/30/2017,0,1.122,0,0.10669098,10.2669313,3.11E-06,3.51E-06,0.871555078,0.000205594,0,281.1038242,2.345376579,0.536192805,0.128422344,0.140107298,3300,270.667787,45.46481647,395649
441,6/1/2017,0,8.009,2.171,0.042934015,21.35744449,0,2.17E-19,0.880003631,0,0,293.0448722,2.34531102,0.537413089,0.06612743,0.135563191,2860,299.26351,50.40424235,502176
442,6/17/2017,0,0,0,0.021828264,30.14020509,0,2.17E-19,0.87999819,0,0,310.0175789,2.345485089,0.53782844,0.026414332,0.134756631,1690,575.390515,51.45634235,514359
443,7/3/2017,0,0,2.764,0.037541553,28.65129806,2.65E-07,0,0.880004108,2.71E-20,0,302.346001,2.346187644,0.540827087,0.050308713,0.134098903,91.2,536.145108,47.77961647,457011
444,8/27/2017,0,0,5.755,0.09555183,24.7809876,8.13E-06,0,0.879999042,0,0,301.7161259,2.349394328,0.556616912,0.103676907,0.150870428,23.5,202.83312,38.99474824,293842
445,9/5/2017,0,0,0,0.03108646,27.33072252,0.00E+00,0,0.879997963,0,0,304.7308587,2.349404709,0.556630862,0.043836051,0.144383086,22.2,288.602137,37.78961647,274373
446,9/12/2017,0,0,0,0.031837627,26.94502323,0.00E+00,0,0.880002227,0,0,303.4665545,2.349404709,0.556630862,0.042309577,0.140287763,22.7,232.367777,36.73774235,261675
447,10/7/2017,0,0,43.888,0.2516831,16.17382519,0,2.17E-19,0.88000228,0,0,301.0752924,2.346429024,0.54255736,0.294919619,0.304585382,2630,199.997525,36.74474824,250968
448,10/14/2017,2.251,0,0,0.07632093,21.46051609,0,2.17E-19,0.87999759,0,0,298.6447761,2.345618345,0.538100834,0.108819608,0.254959359,1570,231.374325,38.38454824,280852
449,10/30/2017,0,0,0,0.043129444,16.13526617,0,2.17E-19,0.87999759,0,0,294.8576748,2.344240191,0.53295107,0.054472119,0.200752641,180,192.723872,39.64634824,297426
450,12/26/2017,0,0,0,0.036399543,9.895083192,4.34E-19,1.13E-07,0.861331782,3.63E-05,0.00E+00,290.4403946,2.342444356,0.520764741,0.038535824,0.147658308,599,130.208884,46.5003,418945
451,1/2/2018,0,0,0,0.039313927,5.84039625,0,0,0.880004168,2.78E-17,0,281.4164612,2.342024702,0.518658192,0.04156436,0.144847419,581,111.003853,47.1816,426983
452,1/11/2018,0,0,0.879,0.027191103,9.206806662,0,5.81E-08,0.878515434,2.78E-17,0,283.8812735,2.34133769,0.515862588,0.022970443,0.137739069,632,126.82866,47.96974235,437411
453,1/18/2018,0,0,0,0.019760206,4.310434057,0,0,0.879998674,2.78E-17,0.00E+00,278.8838196,2.34133769,0.516009725,0.022686232,0.131145208,491,114.1308,48.5397,445919
454,1/27/2018,0,4.708,0,0.001034841,6.518302084,0,0,0.879998674,2.78E-17,0,288.6387161,2.341795698,0.519884334,0.004310938,0.114156566,484,129.9207,48.6945,454283
455,2/3/2018,0,0,0,0.005956516,11.92013026,0,0,0.87999895,0,0,289.774166,2.342290811,0.522924329,0.007951909,0.110186794,393,225.797542,49.0599,460871
456,3/7/2018,0,0,0,0.02011694,9.925376313,4.34E-19,2.17E-19,0.880003393,0,0,287.4635684,2.343149348,0.52817866,0.032068031,0.126074741,231,194.136063,50.8014,479457
457,5/19/2018,0,0,0,0.004843995,22.24834383,0,0,0.880004287,0,0,301.3331908,2.345295738,0.537389507,0.010821299,0.095660384,24.7,375.65675,44.60374235,363174
458,6/4/2018,8.193,5.886,0,0.017897949,25.69692233,6.99E-07,2.17E-19,0.879998325,0,0,304.4657203,2.34531102,0.537413089,0.027222979,0.086098537,19.1,414.267642,41.91994235,324340
459,6/20/2018,0,0,9.41,0.038346514,27.65938999,0,2.17E-19,0.879998325,0,0,307.7659968,2.345572123,0.538399549,0.05320405,0.09521248,22.2,327.743418,37.28584235,262037
460,6/27/2018,0,0,0,0.02419819,31.42920528,0,2.17E-19,0.879998325,0,0,309.6886763,2.34592026,0.539697522,0.032736827,0.097316523,23.9,344.784417,35.24531647,237267
461,7/22/2018,0,0,5.145,0.014427379,31.42424266,8.67E-19,0,0.880000202,0,0,309.1459688,2.347450247,0.546186684,0.028230778,0.110154615,0.01,73.9950167,29.00111647,150691
462,7/29/2018,0,0,0,0.038987428,27.73212657,1.70E-06,0,0.880000202,0,0,303.151687,2.347991363,0.549304,0.061431826,0.105301322,394,285.251213,27.41441647,132909
463,8/7/2018,1.68,0,0,0.030867249,29.80310249,5.06E-07,0,0.879999734,4.34E-19,0,307.4426151,2.348773054,0.553147693,0.050709331,0.105500704,20.4,176.88258,24.85574824,118764
464,8/14/2018,0,0,1.68,0.016204983,28.12239677,0,0,0.879999734,4.34E-19,0,306.0827566,2.349394328,0.556286511,0.030202463,0.101164845,22.7,177.89016,24.38594824,109498
465,8/30/2018,0,0,9.923,0.030359358,29.66731559,0,0,0.880004346,4.34E-19,0,306.5058828,2.349394328,0.556616912,0.047189255,0.104363604,38.4,167.950767,22.40771647,87012
466,9/8/2018,0,0,25.45,0.033624366,23.60587142,0,2.71E-20,0.879998114,0,0,300.8540974,2.349404709,0.556630862,0.055986958,0.108852797,52,70.8534283,22.28171647,74247
467,10/26/2018,0,0,0,0.2550397,13.58137559,8.67E-19,0.00E+00,0.880005956,0,0,292.0491812,2.344564462,0.534139477,0.252248499,0.202383697,392,45.63545,20.55127412,67564
468,11/2/2018,0,3.763,0,0.09940805,11.45184272,0,1.70E-07,0.876348234,1.24E-05,0.00E+00,287.9491132,2.344089159,0.532093545,0.111702321,0.194078691,127,60.1266458,20.17754824,72626
469,11/11/2018,0,0,0,0.041835234,10.79178263,0,0,0.879998796,0,0,286.2323709,2.343470747,0.529422194,0.052378645,0.181421246,191,42.3156067,19.86817412,76319
470,12/13/2018,0,0,0,0.02104202,7.177552038,0.00E+00,0,0.880004287,0,0.00E+00,289.1447365,2.343131402,0.524315746,0.032804246,0.147232019,306,14.6018833,21.4443,98158
471,12/20/2018,0,0,0,0.023424268,8.470113616,0.00E+00,5.18E-07,0.869346931,7.10E-05,0,288.3806854,2.342902387,0.522589563,0.049887692,0.142643609,354,36.51669,22.67347412,105007
472,3/19/2019,0,0,9.396,0.051860273,10.86989444,0,1.68E-06,0.851238475,1.87E-05,0,288.0719806,2.343535929,0.529100527,0.065107919,0.077721775,441,122.3187,30.77006824,202454
473,5/22/2019,0,0,0,0.029493347,18.2657575,1.73E-18,0,0.879998794,0,0,293.1121152,2.345295738,0.537389507,0.045133372,0.075308563,3660,558.717705,48.37094824,448860
474,6/7/2019,0,0,0,0.021970585,27.50726912,0,0.00E+00,0.879999926,0,0,304.7950945,2.34531102,0.537413089,0.039071227,0.069350225,2150,531.933792,50.67221647,493405
475,6/23/2019,0,0,0,0.025423944,25.1500663,0,0.00E+00,0.879999926,0,0,303.8289959,2.345746191,0.539022576,0.03218901,0.068796549,3940,498.041513,52.22764235,530084
476,7/9/2019,0,0,0,0.044420436,25.77133798,0,0,0.879996078,0,0,305.7963453,2.346458201,0.541975572,0.077255218,0.070504002,2450,485.477714,53.11934824,570327
477,7/25/2019,0,9.142,0,0.06303781,26.49370831,0,0,0.880001017,0,0,302.5946274,2.347630619,0.547553928,0.088296594,0.072665919,891,463.769338,52.30121647,558684
478,8/26/2019,0,0,0,0.029676974,31.41529758,0,0,0.880000532,0,0,309.1908881,2.349394328,0.556616912,0.043219485,0.075079,103,487.631375,48.91927412,471435
479,9/2/2019,0,0,0,0.03191012,27.92325522,8.67E-19,0,0.880000362,0,0,304.5755525,2.349404709,0.556630862,0.046991067,0.074917055,25.6,468.996179,48.36644824,454036
480,9/11/2019,7.723,0,0,0.028444901,25.81685408,3.58E-07,0,0.880000362,0,0,302.403187,2.349404709,0.556630862,0.040807612,0.073894554,17.2,285.3767,47.77964824,446041
481,10/13/2019,0,0,0,0.020489722,16.80339775,0,0,0.880001286,1.39E-17,0,292.9940286,2.345618345,0.538695037,0.041306983,0.101365232,158,201.013983,48.43934824,426389
482,10/20/2019,0,0,0,0.009957835,17.02946615,0,0,0.879996497,1.39E-17,0,294.379387,2.344969802,0.535971604,0.025043168,0.093828906,214,258.032203,48.89744824,430441
483,10/29/2019,3.084,0,0,0.005906209,13.39195529,0,0,0.880001286,1.39E-17,0,291.7564805,2.344321258,0.533248171,0.017679949,0.079951591,290,379.141875,49.14224824,435000
484,11/5/2019,0,0,3.084,0.006652549,15.15257171,0,0,0.880005717,0,0,295.7068659,2.343857254,0.531104156,0.011713662,0.070725481,549,184.459275,49.34407412,442138
485,11/14/2019,0,0,5.048,0.033935934,11.0117037,0,0,0.880000275,0,0,289.9584078,2.343238843,0.528482274,0.042793325,0.067921972,769,144.58045,49.95427412,455398
486,11/30/2019,0,0,0,0.351314,4.424075619,1.58E-06,0.000148992,0.763312529,0.007774531,0.00E+00,278.6855615,2.343161541,0.526206679,0.380367626,0.201562912,1640,45.9473,52.77214235,500336
487,1/1/2020,0,0,0,0.11525715,3.531747738,8.67E-19,0.00E+00,0.845914265,0.000820293,0.00E+00,279.8334615,2.342024702,0.519001512,0.12021077,0.198319078,496,74.4615375,54.5958,546321
488,2/9/2020,2.756,0,0,0.005399823,11.17259831,1.37E-07,7.20E-06,0.831172621,0.000128417,0,294.2131722,2.342768766,0.525642853,0.025913722,0.132073058,500,171.0737,56.18314235,586714
489,2/18/2020,0,0,2.625,0.024659656,10.38102588,2.73E-07,1.43E-05,0.782209231,0.000274345,0,292.9234545,2.343153634,0.52819914,0.071748141,0.126307075,531,189.873787,56.36516471,598940
490,3/5/2020,0,0,0,0.043221228,9.912265766,0,0.00E+00,0.879998674,0.00E+00,0,289.3039889,2.343149348,0.52817866,0.040942862,0.125389117,381,302.896767,57.04177412,602792
491,3/28/2020,0,0.468,1.57,0.027073495,7.679233208,0,0.00E+00,0.879943739,0.00E+00,0,285.5340668,2.34415446,0.530995477,0.034727017,0.111484919,306,275.41437,55.96244824,556292
492,5/24/2020,0,2.091,0,0.013223991,23.36040115,0.00E+00,0,0.880002856,0,0,302.2261926,2.345295738,0.537389507,0.017389789,0.072492694,21.8,443.234073,49.14581647,427446
493,6/9/2020,0,0,0.582,0.027540542,20.62209052,0.00E+00,2.17E-19,0.880000276,0,0,303.352004,2.34531102,0.537413089,0.037305114,0.071637924,21.2,273.32396,46.64224235,368497
494,6/25/2020,2.258,1.035,0,0.037917264,27.77588802,2.06E-06,2.17E-19,0.880005717,0,0,303.1838498,2.345833226,0.539386009,0.053786477,0.072738533,23.1,348.06765,42.92231647,306749
495,8/3/2020,18.144,10.289,14.959,0.047369145,26.74978326,1.03E-06,0,0.880000595,0,0,302.7402157,2.34841804,0.55138555,0.059249036,0.105083855,43.6,201.731542,32.01341647,168447
496,8/12/2020,0,0,0,0.029209875,30.76223159,0,0,0.880000595,0,0,308.168688,2.349128068,0.555405439,0.041462869,0.103211872,18.5,214.11831,28.59881647,145273
497,8/19/2020,0,8.149,0,0.03019946,29.25532849,5.00E-06,0,0.880000595,0,0,305.7166205,2.349394328,0.556616912,0.044767019,0.101360127,16.5,198.379043,27.22364824,129583
498,9/4/2020,0,0,0,0.028548613,28.94340556,8.67E-19,0,0.879997544,0,0,307.396377,2.349404709,0.556630862,0.044059936,0.099967305,0,173.2675,23.05844824,101582
499,9/20/2020,0.419,0.325,0,0.026578702,22.87788548,8.67E-19,0,0.88000166,0,0,299.4441088,2.348735125,0.553459894,0.03954417,0.111680461,0,96.1632117,22.21871647,82849
500,9/29/2020,0,0,0,0.03249307,17.94308021,8.67E-19,0,0.879997544,0,0,294.1396368,2.347563352,0.54772195,0.041160793,0.109145055,0,100.999967,20.83274824,82589
501,10/6/2020,0,0,0,0.02986189,23.00430715,0,0.00E+00,0.880001152,0.00E+00,0,304.03932,2.346591159,0.543151564,0.038767012,0.108044317,0,101.636267,20.74004824,83327
502,10/15/2020,0,0,0,0.03030119,22.88613638,0,0.00E+00,0.880006373,0.00E+00,0,305.2909155,2.345375141,0.537407596,0.038150078,0.106134568,0,132.954033,21.11534824,84070
503,10/22/2020,0,0,0,0.02857174,20.76023929,0,0.00E+00,0.880001152,0.00E+00,0,300.9078809,2.344888734,0.535278367,0.038426634,0.1051247,0,41.31316,21.95234824,85259
504,10/31/2020,0,0,3.221,0.11003642,13.07924967,3.49E-07,2.99E-05,0.810422657,0.001521577,0.00E+00,289.7924975,2.344240191,0.532703485,0.1390295,0.103554906,0,68.29823,22.23337412,87491
505,12/18/2020,3.397,5.11,5.539,0.030153215,7.034509529,0.00E+00,0,0.871884453,3.64E-05,0.00E+00,282.1394864,2.343055064,0.523181397,0.047940606,0.08336597,270,59.7177758,25.56877412,115577
506,12/25/2020,4.599,0,3.397,0.01408872,3.294559015,0.00E+00,0,0.879998316,0,0.00E+00,278.437487,2.342520695,0.521060658,0.025022707,0.06926316,301,45.6945417,26.01157412,121563
507,2/4/2021,4.146,0,2.795,0.002102658,13.72782723,1.33E-07,2.99E-06,0.856405658,2.97E-05,0,293.2376067,2.342444748,0.523375212,0.016712143,0.039865854,331,82.1767975,28.4013,160068
508,2/11/2021,0,1.988,4.146,0.001016483,10.6267876,4.34E-19,0,0.879998394,0.00E+00,0,290.7589089,2.342906556,0.526481297,0.009806336,0.02840591,337,135.963053,29.3409,165968
509,2/20/2021,0,0,4.024,0.020520195,8.308603576,1.99E-07,1.81E-05,0.822798738,0.001649061,0,288.0371022,2.34313746,0.528184633,0.029825417,0.027103643,395,78.3168283,30.08227412,174599
510,2/27/2021,1.213,0,0,0.000937402,10.09323435,4.34E-19,2.87E-07,0.857292644,0.00E+00,0,289.75102,2.34313746,0.528184633,0.026089852,0.025497515,337,130.536531,30.66187412,181243
511,3/31/2021,0,0,2.714,0.014646411,13.43963295,9.63E-08,1.23E-06,0.85993099,0.00E+00,0,296.4847525,2.344231777,0.531610055,0.028246587,0.026581173,402,165.9672,33.25117412,210447
512,4/25/2021,0,0,0,0.025139064,20.35339525,0,0,0.880004406,0,0,297.9004499,2.345376579,0.53578015,0.038101504,0.028652741,169,286.87995,34.15567412,223005
513,6/12/2021,0,0,2.155,0.027975783,29.54878509,0,0,0.880004525,0,0,310.5106871,2.34531102,0.537413089,0.035749677,0.028593258,125,378.431404,32.87924824,199339
514,8/6/2021,0,0,0,0.030696496,28.92049697,8.67E-19,0,0.880001436,0,0,305.695352,2.348595547,0.552652091,0.05085312,0.101307229,44.9,154.831833,23.95034824,113063
515,8/31/2021,0,0,12.974,0.034419015,26.3562234,5.47E-07,0,0.880001436,0,0,301.6986427,2.349394328,0.556616912,0.053929332,0.118359288,41.1,117.550533,21.41977412,104528
516,9/7/2021,0,7.714,0,0.03923826,26.80932659,0,0,0.880004406,8.67E-19,0,303.9714551,2.349404709,0.556630862,0.045654845,0.116015441,64.1,120.337933,22.82894824,108249
517,9/16/2021,0,0,0,0.034993738,26.70357359,2.96E-07,0,0.879999281,8.67E-19,0,304.7712853,2.349237313,0.556026868,0.043036552,0.109511224,0,206.269443,21.58514824,109596
518,10/2/2021,0,4.623,7.674,0.091422126,16.16437386,0.00E+00,0,0.880002429,1.39E-17,0,292.3664466,2.347158635,0.54582548,0.112960108,0.108780136,0,76.3374792,22.26011647,110691
519,10/9/2021,0,0,0,0.02027765,22.25662298,0.00E+00,0,0.880002429,1.39E-17,0,301.883981,2.34618582,0.541269919,0.027879681,0.098561419,66.3,141.298967,22.86404824,111689
520,10/25/2021,4.505,0,0,0.018374205,19.41723719,0.00E+00,0,0.879996936,1.39E-17,0,297.8555492,2.344564462,0.534486095,0.016658287,0.087533194,105,162.976753,23.29064824,115146
521,11/3/2021,0,2.851,0,0.033575386,15.69193767,0,0,0.880000041,0,0,294.2836428,2.344011857,0.531796728,0.03230132,0.085578457,117,70.0005717,23.16847412,117474
522,11/10/2021,0,4.511,0,0.038304985,14.89156411,0,0,0.880005479,0,0,294.3609707,2.343470747,0.529719011,0.032108067,0.08041584,210,71.2202517,24.40504235,120225
523,11/12/2021,0,0,0,0.034281924,13.31407204,0,0,0.880000041,0,0,290.935183,2.343393445,0.529075908,0.029939342,0.080662148,298,65.18925,24.38996824,121339
524,11/26/2021,0,0,0,0.0680219,8.483204615,0,6.12E-07,0.877487867,5.58E-05,0.00E+00,282.3993088,2.343161541,0.526750843,0.049125044,0.074977359,349,27.74212,25.78477412,132063
525,12/4/2021,0,0,4.15,0.032399565,12.64001679,0,0,0.880004346,2.78E-17,0,292.4648668,2.343131402,0.525598053,0.02738206,0.068418052,411,57.3223467,26.4069,138227
526,12/12/2021,0,2.19,0,0.02926232,6.101018944,0,0,0.880004346,2.78E-17,0.00E+00,280.3567395,2.343131402,0.524463704,0.023884897,0.064227665,626,64.3036333,27.7416,151295
527,12/20/2021,0,0,0,0.031171039,5.505581094,0,0,0.879998853,2.78E-17,0.00E+00,281.7086785,2.342902387,0.522589563,0.023309016,0.058399309,267,46.85212,28.5309,159465
528,12/28/2021,0,0,0,0.023963258,7.005278066,0,0,0.879839551,2.78E-17,0,283.5934832,2.34229168,0.520222226,0.036847438,0.053405011,232,71.873235,28.97527412,165557
529,12/29/2021,0,0,0,0.014150769,7.041639186,0,0,0.880004346,2.78E-17,0,282.5319145,2.342139003,0.51987699,0.025151833,0.053796917,242,44.064405,28.86476824,166448
530,1/5/2022,0,0,0,0.034418344,7.22570283,0,4.82E-08,0.861826015,0.000209466,0.00E+00,290.3216172,2.341795698,0.51777537,0.045471806,0.050061014,385,65.6970533,29.76386824,173471
531,1/13/2022,0,0,0,0.013460726,7.862629938,0,0,0.879998436,2.78E-17,0,288.3720558,2.34118502,0.515274039,0.020300277,0.037412369,365,54.597725,30.29374235,180378
532,1/21/2022,0,2.672,0,0.03921756,3.848967932,0,0,0.871648351,2.78E-17,0,280.6735993,2.341414024,0.517284913,0.048004241,0.034909312,362,55.7092142,30.93386824,187142
533,1/29/2022,0,0,0,0.031006917,4.335066868,0,0,0.866610833,1.95E-05,0,281.046495,2.342024702,0.520767157,0.040450599,0.032272896,326,43.6904417,31.3416,193668
534,2/6/2022,0,0,0,0.067279235,2.906643797,0.00E+00,0,0.85433324,0.000305499,0,279.8397413,2.342521716,0.52422688,0.087504579,0.029741838,321,35.77658,32.55698118,200715
535,2/7/2022,0,0,0,0.055926174,2.50330484,0.00E+00,4.05E-07,0.84283538,0.000281059,0,280.4811994,2.342675652,0.524677764,0.077162401,0.029594026,317,17.9326,31.8933,201483
536,2/14/2022,0,0,0,0.032645375,8.962754187,0.00E+00,0,0.879998793,2.78E-17,0,288.5228446,2.34313746,0.527783848,0.041534698,0.029613734,284,118.664455,32.22626824,207144
537,2/22/2022,0,4.395,0,0.02543126,9.462481214,0.00E+00,2.70E-06,0.814203347,2.44E-05,0,288.2010974,2.34313746,0.528184633,0.033555849,0.029249129,338,139.29335,32.71856824,212826
538,2/23/2022,0,0,0,0.020356938,10.76728006,0.00E+00,2.70E-07,0.86360624,2.78E-17,0,288.5024809,2.34313746,0.528184633,0.028609591,0.029022483,346,242.012073,32.742,213623
539,3/2/2022,0,1.301,0,0.010917455,13.20441638,0,3.24E-07,0.86639218,0.00E+00,0,292.478235,2.343149348,0.52817866,0.018536263,0.026087013,325,123.116782,33.1614,219579
